node,type
GO:0032757,bio
GO:0032759,bio
GO:0032760,bio
GO:0032762,bio
GO:0051354,bio
GO:0032770,bio
GO:0032773,bio
GO:0032780,bio
GO:0043462,bio
GO:0032781,bio
GO:0032784,bio
GO:0032785,bio
GO:0032786,bio
GO:0032792,bio
GO:0032793,bio
GO:0051091,bio
GO:0032801,bio
GO:0032802,bio
GO:1903362,bio
GO:0032804,bio
GO:1903363,bio
GO:0032805,bio
GO:2000646,bio
GO:1903364,bio
GO:0032808,bio
GO:0032812,bio
GO:0046887,bio
GO:0032814,bio
GO:0032815,bio
GO:0032816,bio
GO:0032817,bio
GO:0032819,bio
GO:0032825,bio
GO:0045591,bio
GO:0032834,bio
GO:0032835,bio
GO:0072006,bio
GO:0032836,bio
GO:0051453,bio
GO:0032848,bio
GO:0051454,bio
GO:0032868,bio
GO:0071375,bio
GO:0071310,bio
GO:0032872,bio
GO:0043408,bio
GO:0032873,bio
GO:0043409,bio
GO:0032874,bio
GO:0043410,bio
GO:0070304,bio
GO:0032876,bio
GO:2000104,bio
GO:0032878,bio
GO:0032880,bio
GO:0032886,bio
GO:0051983,bio
GO:0060236,bio
GO:0032897,bio
GO:0048525,bio
GO:0046782,bio
GO:0032902,bio
GO:0032909,bio
GO:0032911,bio
GO:0032912,bio
GO:0032913,bio
GO:0032914,bio
GO:0071636,bio
GO:0032922,bio
GO:0032924,bio
GO:0032925,bio
GO:0032926,bio
GO:0032927,bio
GO:0042554,bio
GO:0032930,bio
GO:0032933,bio
GO:0071501,bio
GO:0032945,bio
GO:0032946,bio
GO:0032970,bio
GO:0051493,bio
GO:0032964,bio
GO:0032966,bio
GO:0032967,bio
GO:0032968,bio
GO:0032971,bio
GO:0032976,bio
GO:0032980,bio
GO:0032981,bio
GO:0033108,bio
GO:0097031,bio
GO:0033004,bio
GO:0033005,bio
GO:0033007,bio
GO:0033031,bio
GO:0033034,bio
GO:0033033,bio
GO:0033059,bio
GO:0043473,bio
GO:0033076,bio
GO:0045580,bio
GO:0042129,bio
GO:0033085,bio
GO:0045581,bio
GO:0042130,bio
GO:0033088,bio
GO:0033119,bio
GO:0043484,bio
GO:0033120,bio
GO:0033127,bio
GO:0033128,bio
GO:0033129,bio
GO:0033132,bio
GO:0033135,bio
GO:0033137,bio
GO:0033138,bio
GO:0033141,bio
GO:0033144,bio
GO:0033146,bio
GO:0033147,bio
GO:0033148,bio
GO:0033151,bio
GO:0033152,bio
GO:0051223,bio
GO:1903827,bio
GO:0033158,bio
GO:0042306,bio
GO:0033159,bio
GO:0090317,bio
GO:0042308,bio
GO:0033160,bio
GO:0042307,bio
GO:0090316,bio
GO:0033168,bio
GO:0036404,bio
GO:0033169,bio
GO:0033173,bio
GO:0048016,bio
GO:0097720,bio
GO:0033182,bio
GO:0033184,bio
GO:0033198,bio
GO:0071356,bio
GO:0033210,bio
GO:0044320,bio
GO:0033211,bio
GO:0097286,bio
GO:0033227,bio
GO:0033233,bio
GO:0033234,bio
GO:0033235,bio
GO:0070252,bio
GO:0033278,bio
GO:0033280,bio
GO:0033306,bio
GO:0033345,bio
GO:0033365,bio
GO:0033477,bio
GO:0033514,bio
GO:0033522,bio
GO:0033523,bio
GO:0033539,bio
GO:0033540,bio
GO:0033555,bio
GO:0033567,bio
GO:0033572,bio
GO:0033577,bio
GO:0033599,bio
GO:0033600,bio
GO:0033601,bio
GO:0033604,bio
GO:0033609,bio
GO:0033615,bio
GO:0033617,bio
GO:0033622,bio
GO:0033623,bio
GO:0033624,bio
GO:0033625,bio
GO:0033626,bio
GO:0033627,bio
GO:0033628,bio
GO:0033629,bio
GO:0033630,bio
GO:0033632,bio
GO:0033634,bio
GO:0043549,bio
GO:0033674,bio
GO:0033689,bio
GO:0033690,bio
GO:0033693,bio
GO:0045110,bio
GO:0033700,bio
GO:0033861,bio
GO:0033864,bio
GO:0034058,bio
GO:0034063,bio
GO:0034067,bio
GO:0034088,bio
GO:0045875,bio
GO:0045876,bio
GO:0034097,bio
GO:0034103,bio
GO:0034109,bio
GO:0034111,bio
GO:0034112,bio
GO:0034113,bio
GO:0034115,bio
GO:0034116,bio
GO:0034121,bio
GO:0034122,bio
GO:0034123,bio
GO:0034134,bio
GO:0034136,bio
GO:0034137,bio
GO:0034138,bio
GO:0034140,bio
GO:0034141,bio
GO:0034142,bio
GO:0034144,bio
GO:0034145,bio
GO:0034154,bio
GO:0034158,bio
GO:0034162,bio
GO:0034163,bio
GO:0034164,bio
GO:0034184,bio
GO:0034197,bio
GO:0034198,bio
GO:0034205,bio
GO:0050435,bio
GO:0042987,bio
GO:0034213,bio
GO:0034214,bio
GO:0034227,bio
GO:0034241,bio
GO:0060143,bio
GO:0034242,bio
GO:0034244,bio
GO:0034260,bio
GO:0043087,bio
GO:0034314,bio
GO:0045010,bio
GO:0051125,bio
GO:0034332,bio
GO:0034340,bio
GO:0034341,bio
GO:0034351,bio
GO:0034356,bio
GO:0034369,bio
GO:0034370,bio
GO:0034374,bio
GO:0034375,bio
GO:0034377,bio
GO:0065005,bio
GO:0034379,bio
GO:0034380,bio
GO:0034382,bio
GO:0034389,bio
GO:0034392,bio
GO:0034393,bio
GO:0034394,bio
GO:0034405,bio
GO:0034418,bio
GO:0046415,bio
GO:0034421,bio
GO:0034436,bio
GO:0034441,bio
GO:0050748,bio
GO:0034445,bio
GO:0034446,bio
GO:0034453,bio
GO:0034454,bio
GO:0034465,bio
GO:0034472,bio
GO:0034477,bio
GO:0034497,bio
GO:0034498,bio
GO:0042147,bio
GO:0034499,bio
GO:0034501,bio
GO:0071459,bio
GO:0034502,bio
GO:0034505,bio
GO:0042476,bio
GO:0034516,bio
GO:0034551,bio
GO:0097033,bio
GO:0034589,bio
GO:0034599,bio
GO:0034612,bio
GO:0034614,bio
GO:0035967,bio
GO:0034625,bio
GO:0034626,bio
GO:0034629,bio
GO:0034633,bio
GO:0046475,bio
GO:0071482,bio
GO:0034651,bio
GO:0034653,bio
GO:0070542,bio
GO:0034695,bio
GO:0034699,bio
GO:0034720,bio
GO:0034729,bio
GO:0034755,bio
GO:0098662,bio
GO:1904064,bio
GO:0034769,bio
GO:0071711,bio
GO:0034776,bio
GO:0034959,bio
GO:0034970,bio
GO:0034971,bio
GO:0034975,bio
GO:0034983,bio
GO:0035019,bio
GO:0035024,bio
GO:0046580,bio
GO:0035025,bio
GO:0046579,bio
GO:0035048,bio
GO:0035063,bio
GO:0035066,bio
GO:0035067,bio
GO:2000757,bio
GO:0035082,bio
GO:0060271,bio
GO:0035087,bio
GO:0070922,bio
GO:0035089,bio
GO:0061162,bio
GO:0035093,bio
GO:0043486,bio
GO:0035094,bio
GO:0035095,bio
GO:0060173,bio
GO:0035112,bio
GO:0035115,bio
GO:0035136,bio
GO:0035116,bio
GO:0035148,bio
GO:0035162,bio
GO:0035166,bio
GO:0035176,bio
GO:0035195,bio
GO:0035235,bio
GO:0035261,bio
GO:0035268,bio
GO:0097502,bio
GO:0035269,bio
GO:0035278,bio
GO:0035279,bio
GO:0035280,bio
GO:0035281,bio
GO:0035304,bio
GO:0035313,bio
GO:0044319,bio
GO:0035315,bio
GO:0035329,bio
GO:0035330,bio
GO:0035331,bio
GO:0035332,bio
GO:0035335,bio
GO:0035336,bio
GO:0035356,bio
GO:0070328,bio
GO:0035357,bio
GO:0035360,bio
GO:0035372,bio
GO:0035377,bio
GO:0035378,bio
GO:0035385,bio
GO:0035407,bio
GO:0035408,bio
GO:0035409,bio
GO:0035411,bio
GO:0035412,bio
GO:0035413,bio
GO:0035414,bio
GO:0035418,bio
GO:0035425,bio
GO:0035435,bio
GO:0035437,bio
GO:0070972,bio
GO:0035455,bio
GO:0035456,bio
GO:0035457,bio
GO:0035458,bio
GO:0035459,bio
GO:0035469,bio
GO:0035470,bio
GO:0045766,bio
GO:0035491,bio
GO:0035505,bio
GO:0035507,bio
GO:0035509,bio
GO:0035511,bio
GO:0070989,bio
GO:0080111,bio
GO:0035518,bio
GO:0035519,bio
GO:0035520,bio
GO:0035522,bio
GO:0035523,bio
GO:0035526,bio
GO:0035542,bio
GO:0035548,bio
GO:0035549,bio
GO:0035552,bio
GO:0035553,bio
GO:0035563,bio
GO:0060993,bio
GO:0035565,bio
GO:0035566,bio
GO:0035574,bio
GO:0035581,bio
GO:1900116,bio
GO:0035584,bio
GO:0035590,bio
GO:0035606,bio
GO:0035609,bio
GO:0035621,bio
GO:0035627,bio
GO:0035623,bio
GO:0070293,bio
GO:2000273,bio
GO:0035625,bio
GO:0045741,bio
GO:0035630,bio
GO:0035633,bio
GO:0035640,bio
GO:0035641,bio
GO:0035646,bio
GO:0035655,bio
GO:0035659,bio
GO:0035665,bio
GO:0035690,bio
GO:0035694,bio
GO:0035701,bio
GO:0035711,bio
GO:0035720,bio
GO:0042073,bio
GO:0035721,bio
GO:0035722,bio
GO:0035723,bio
GO:0035725,bio
GO:0070848,bio
GO:0035729,bio
GO:0071363,bio
GO:0035735,bio
GO:0035743,bio
GO:0035745,bio
GO:0035752,bio
GO:0035754,bio
GO:0035759,bio
GO:0035767,bio
GO:0035768,bio
GO:0035771,bio
GO:0071353,bio
GO:0035774,bio
GO:0061178,bio
GO:0035786,bio
GO:0035790,bio
GO:0035791,bio
GO:0035793,bio
GO:2000591,bio
GO:0035794,bio
GO:0046902,bio
GO:1905710,bio
GO:0035809,bio
GO:0035821,bio
GO:0035845,bio
GO:0035854,bio
GO:0035865,bio
GO:0035871,bio
GO:0035872,bio
GO:0035873,bio
GO:0035874,bio
GO:0035878,bio
GO:0035880,bio
GO:0042733,bio
GO:0051145,bio
GO:0035921,bio
GO:0035922,bio
GO:0035924,bio
GO:0035926,bio
GO:0090195,bio
GO:0035927,bio
GO:0035928,bio
GO:0035945,bio
GO:2000827,bio
GO:0035946,bio
GO:0035947,bio
GO:1900402,bio
GO:0035963,bio
GO:0035970,bio
GO:0035973,bio
GO:0035978,bio
GO:0035986,bio
GO:0035987,bio
GO:0035988,bio
GO:0035993,bio
GO:0060348,bio
GO:0035994,bio
GO:0035995,bio
GO:0050982,bio
GO:0035999,bio
GO:0046653,bio
GO:0036003,bio
GO:0036006,bio
GO:0036010,bio
GO:0036035,bio
GO:0036037,bio
GO:0036046,bio
GO:0036047,bio
GO:0036048,bio
GO:0036049,bio
GO:0036066,bio
GO:0036088,bio
GO:0070178,bio
GO:0036089,bio
GO:0036091,bio
GO:0043619,bio
GO:0036111,bio
GO:0036112,bio
GO:0036120,bio
GO:0036146,bio
GO:0097237,bio
GO:0036148,bio
GO:0036151,bio
GO:0036153,bio
GO:0036158,bio
GO:0070286,bio
GO:0036159,bio
GO:0036166,bio
GO:0036245,bio
GO:0036250,bio
GO:0072384,bio
GO:0036257,bio
GO:0036258,bio
GO:0036289,bio
GO:0036295,bio
GO:0036297,bio
GO:0036302,bio
GO:0036315,bio
GO:0071407,bio
GO:0036316,bio
GO:0036323,bio
GO:0036324,bio
GO:0036337,bio
GO:0036343,bio
GO:0036351,bio
GO:0036352,bio
GO:0036353,bio
GO:0036363,bio
GO:0036369,bio
GO:0036376,bio
GO:0036413,bio
GO:0036414,bio
GO:0036438,bio
GO:0036444,bio
GO:0070509,bio
GO:0080009,bio
GO:0036462,bio
GO:0036465,bio
GO:0051649,bio
GO:0036471,bio
GO:0036481,bio
GO:0036492,bio
GO:0036493,bio
GO:0036498,bio
GO:0036508,bio
GO:0036509,bio
GO:1904380,bio
GO:0036526,bio
GO:0036527,bio
GO:0036528,bio
GO:0036529,bio
GO:1903189,bio
GO:0046295,bio
GO:0036530,bio
GO:0036531,bio
GO:0038001,bio
GO:0038009,bio
GO:0038018,bio
GO:0038027,bio
GO:0038030,bio
GO:0038031,bio
GO:0038033,bio
GO:2001028,bio
GO:0038089,bio
GO:0038042,bio
GO:0038063,bio
GO:0038065,bio
GO:0038066,bio
GO:0038083,bio
GO:0038084,bio
GO:0038091,bio
GO:0038092,bio
GO:0038093,bio
GO:0038095,bio
GO:0038096,bio
GO:0038109,bio
GO:0038110,bio
GO:0038128,bio
GO:0038129,bio
GO:0038158,bio
GO:0038162,bio
GO:0038165,bio
GO:0038166,bio
GO:1904385,bio
GO:0038171,bio
GO:0038180,bio
GO:1990090,bio
GO:0038183,bio
GO:0038185,bio
GO:0038189,bio
GO:0038190,bio
GO:0038194,bio
GO:0038195,bio
GO:0038202,bio
GO:0039020,bio
GO:0039521,bio
GO:0051607,bio
GO:0098586,bio
GO:0039529,bio
GO:0039530,bio
GO:0050688,bio
GO:0039532,bio
GO:0050687,bio
GO:0039534,bio
GO:0039535,bio
GO:0039536,bio
GO:0046718,bio
GO:0039692,bio
GO:0039694,bio
GO:0039702,bio
GO:0046755,bio
GO:0051293,bio
GO:0040009,bio
GO:0040012,bio
GO:0040018,bio
GO:0048639,bio
GO:0040030,bio
GO:0040036,bio
GO:0040037,bio
GO:0042026,bio
GO:0042089,bio
GO:0042036,bio
GO:0042053,bio
GO:0042417,bio
GO:0044782,bio
GO:0042074,bio
GO:0042107,bio
GO:0042102,bio
GO:0042104,bio
GO:0046006,bio
GO:0042108,bio
GO:0042109,bio
GO:0042117,bio
GO:0042118,bio
GO:0050863,bio
GO:0050868,bio
GO:0042148,bio
GO:0042149,bio
GO:0042157,bio
GO:0042167,bio
GO:0042176,bio
GO:0042177,bio
GO:0042178,bio
GO:0042228,bio
GO:0042245,bio
GO:0048589,bio
GO:0042256,bio
GO:0042262,bio
GO:0042267,bio
GO:0042270,bio
GO:0042271,bio
GO:0042297,bio
GO:0042304,bio
GO:1900180,bio
GO:0046822,bio
GO:1900182,bio
GO:0046824,bio
GO:1904591,bio
GO:1900181,bio
GO:0097756,bio
GO:0042311,bio
GO:0042313,bio
GO:0045187,bio
GO:0042754,bio
GO:0042322,bio
GO:0043122,bio
GO:0042993,bio
GO:0043123,bio
GO:0042992,bio
GO:0046368,bio
GO:0042351,bio
GO:0042369,bio
GO:0042371,bio
GO:0042373,bio
GO:0042403,bio
GO:0042407,bio
GO:0042416,bio
GO:0042418,bio
GO:0042420,bio
GO:0042424,bio
GO:0042421,bio
GO:0042426,bio
GO:0042438,bio
GO:0042448,bio
GO:0042471,bio
GO:0043583,bio
GO:0042472,bio
GO:0048839,bio
GO:0042473,bio
GO:0042474,bio
GO:0042475,bio
GO:0042482,bio
GO:0042495,bio
GO:0042496,bio
GO:0042509,bio
GO:0042531,bio
GO:0042532,bio
GO:0050732,bio
GO:0046426,bio
GO:0042535,bio
GO:0042536,bio
GO:0042541,bio
GO:0042542,bio
GO:0042572,bio
GO:0042574,bio
GO:0042632,bio
GO:0042634,bio
GO:0042636,bio
GO:0042660,bio
GO:0042662,bio
GO:0042663,bio
GO:0042692,bio
GO:0042699,bio
GO:0042700,bio
GO:0042701,bio
GO:0042730,bio
GO:0042738,bio
GO:0042744,bio
GO:0050795,bio
GO:0042752,bio
GO:0042753,bio
GO:0042758,bio
GO:0042759,bio
GO:0042760,bio
GO:0042761,bio
GO:0042769,bio
GO:0042771,bio
GO:0072332,bio
GO:0042774,bio
GO:0042776,bio
GO:0042787,bio
GO:0042789,bio
GO:0042795,bio
GO:0042796,bio
GO:0042823,bio
GO:0042832,bio
GO:0042851,bio
GO:0042866,bio
GO:0042883,bio
GO:0042908,bio
GO:0042921,bio
GO:0042953,bio
GO:0042982,bio
GO:0042984,bio
GO:0042985,bio
GO:0042986,bio
GO:0042989,bio
GO:0042991,bio
GO:0051220,bio
GO:0043001,bio
GO:1903076,bio
GO:0042997,bio
GO:0051224,bio
GO:1903077,bio
GO:0042998,bio
GO:0051222,bio
GO:1903078,bio
GO:0043000,bio
GO:0043004,bio
GO:0043006,bio
GO:0043011,bio
GO:0097028,bio
GO:0043030,bio
GO:0043032,bio
GO:0043044,bio
GO:0043045,bio
GO:0043048,bio
GO:0043068,bio
GO:0043069,bio
GO:0060548,bio
GO:0043086,bio
GO:0043103,bio
GO:0046101,bio
GO:0043113,bio
GO:0072657,bio
GO:0043116,bio
GO:0043117,bio
GO:0043550,bio
GO:0043128,bio
GO:0090218,bio
GO:0043129,bio
GO:0043137,bio
GO:0043149,bio
GO:0043152,bio
GO:0043154,bio
GO:0043281,bio
GO:2000117,bio
GO:0043162,bio
GO:0043163,bio
GO:0043181,bio
GO:0043200,bio
GO:0043242,bio
GO:0043243,bio
GO:0043248,bio
GO:0043249,bio
GO:0048821,bio
GO:0043266,bio
GO:0043267,bio
GO:0043268,bio
GO:0043276,bio
GO:0043277,bio
GO:2001056,bio
GO:2000116,bio
GO:0043297,bio
GO:1903307,bio
GO:0043304,bio
GO:0043305,bio
GO:0043308,bio
GO:0043311,bio
GO:0043312,bio
GO:0043315,bio
GO:0043318,bio
GO:0043320,bio
GO:0043330,bio
GO:0043331,bio
GO:0045058,bio
GO:0043369,bio
GO:2000514,bio
GO:0043371,bio
GO:2000515,bio
GO:2000516,bio
GO:0046638,bio
GO:0043382,bio
GO:0045582,bio
GO:0043388,bio
GO:0051101,bio
GO:0043392,bio
GO:0071383,bio
GO:0043405,bio
GO:0071901,bio
GO:0043418,bio
GO:0043420,bio
GO:0051090,bio
GO:0043456,bio
GO:1902031,bio
GO:0043457,bio
GO:0048757,bio
GO:0043488,bio
GO:0043490,bio
GO:0043491,bio
GO:0043496,bio
GO:0043497,bio
GO:0043504,bio
GO:0046328,bio
GO:0046330,bio
GO:0043508,bio
GO:0046329,bio
GO:0043516,bio
GO:1901796,bio
GO:0043517,bio
GO:1901798,bio
GO:2001022,bio
GO:0043518,bio
GO:1901797,bio
GO:0043523,bio
GO:0051402,bio
GO:1901214,bio
GO:0043524,bio
GO:1901215,bio
GO:0043525,bio
GO:1901216,bio
GO:0043535,bio
GO:0043536,bio
GO:0043537,bio
GO:0043538,bio
GO:0043547,bio
GO:0043551,bio
GO:0043552,bio
GO:0043553,bio
GO:0090219,bio
GO:0048009,bio
GO:0043568,bio
GO:0043569,bio
GO:0043570,bio
GO:0043584,bio
GO:0043585,bio
GO:0043586,bio
GO:0043589,bio
GO:0043615,bio
GO:0043620,bio
GO:0043622,bio
GO:0043627,bio
GO:0043651,bio
GO:0043652,bio
GO:0043653,bio
GO:0043654,bio
GO:0043686,bio
GO:0043691,bio
GO:0043697,bio
GO:0043921,bio
GO:0043922,bio
GO:0043923,bio
GO:0050434,bio
GO:0043928,bio
GO:0043950,bio
GO:0043951,bio
GO:0043966,bio
GO:0043967,bio
GO:0043968,bio
GO:0043969,bio
GO:0043981,bio
GO:0043982,bio
GO:0043984,bio
GO:0043987,bio
GO:0043988,bio
GO:0043990,bio
GO:0044030,bio
GO:0044027,bio
GO:0044088,bio
GO:0044090,bio
GO:0044111,bio
GO:0044130,bio
GO:0044147,bio
GO:0051715,bio
GO:0044236,bio
GO:0044240,bio
GO:0044313,bio
GO:0044314,bio
GO:0044321,bio
GO:0044328,bio
GO:0060070,bio
GO:0044329,bio
GO:0044330,bio
GO:0044332,bio
GO:0044334,bio
GO:0044336,bio
GO:0044338,bio
GO:0044339,bio
GO:0044340,bio
GO:0044356,bio
GO:0044375,bio
GO:0044380,bio
GO:0044387,bio
GO:0044406,bio
GO:0044458,bio
GO:0044524,bio
GO:0044528,bio
GO:0044539,bio
GO:0044597,bio
GO:0044598,bio
GO:0044721,bio
GO:0044770,bio
GO:0044774,bio
GO:1902186,bio
GO:0044791,bio
GO:0044794,bio
GO:1902188,bio
GO:0044793,bio
GO:0048524,bio
GO:0044803,bio
GO:0044806,bio
GO:2000134,bio
GO:0045069,bio
GO:0044828,bio
GO:0045071,bio
GO:0044829,bio
GO:0045070,bio
GO:0044830,bio
GO:0044854,bio
GO:0044869,bio
GO:1903016,bio
GO:0044871,bio
GO:0044878,bio
GO:0045006,bio
GO:0045014,bio
GO:0045019,bio
GO:1903427,bio
GO:0045022,bio
GO:0045039,bio
GO:0045040,bio
GO:0045046,bio
GO:0072599,bio
GO:0045053,bio
GO:0045054,bio
GO:0045059,bio
GO:0045061,bio
GO:0045066,bio
GO:1903900,bio
GO:1903902,bio
GO:0045076,bio
GO:0045077,bio
GO:0045078,bio
GO:0045079,bio
GO:0045080,bio
GO:0045082,bio
GO:0045084,bio
GO:0045085,bio
GO:0045086,bio
GO:0045091,bio
GO:0045104,bio
GO:0045109,bio
GO:0045112,bio
GO:0045116,bio
GO:0045453,bio
GO:0045132,bio
GO:0045162,bio
GO:0055059,bio
GO:0045197,bio
GO:0045198,bio
GO:0090162,bio
GO:0045199,bio
GO:0045200,bio
GO:0045214,bio
GO:0045217,bio
GO:0045218,bio
GO:0045329,bio
GO:0045332,bio
GO:0045345,bio
GO:0045347,bio
GO:0045348,bio
GO:0045356,bio
GO:0045359,bio
GO:0045368,bio
GO:0045404,bio
GO:0045408,bio
GO:0045409,bio
GO:0045410,bio
GO:0045414,bio
GO:0045415,bio
GO:0045416,bio
GO:0045423,bio
GO:0045429,bio
GO:0045444,bio
GO:0045445,bio
GO:0046849,bio
GO:0045454,bio
GO:0045471,bio
GO:0045494,bio
GO:0090181,bio
GO:0045541,bio
GO:0045542,bio
GO:0045556,bio
GO:0045577,bio
GO:0045578,bio
GO:0045579,bio
GO:0045590,bio
GO:0045598,bio
GO:0045599,bio
GO:0045600,bio
GO:0045602,bio
GO:0045603,bio
GO:0045682,bio
GO:0045605,bio
GO:0045606,bio
GO:0045616,bio
GO:0045617,bio
GO:0045618,bio
GO:0045624,bio
GO:0045625,bio
GO:0045627,bio
GO:0045629,bio
GO:0045630,bio
GO:0045647,bio
GO:0045648,bio
GO:0045650,bio
GO:0045651,bio
GO:0045652,bio
GO:0045653,bio
GO:0045654,bio
GO:0045655,bio
GO:0045656,bio
GO:0045657,bio
GO:0045662,bio
GO:0045663,bio
GO:0045667,bio
GO:0045668,bio
GO:0045669,bio
GO:0045671,bio
GO:0045672,bio
GO:0045713,bio
GO:0045715,bio
GO:0045716,bio
GO:0045922,bio
GO:0045719,bio
GO:0045720,bio
GO:0045721,bio
GO:0045723,bio
GO:0045724,bio
GO:1902017,bio
GO:0045725,bio
GO:0045726,bio
GO:0045730,bio
GO:0045732,bio
GO:1904030,bio
GO:1904031,bio
GO:0045787,bio
GO:0045738,bio
GO:0045740,bio
GO:0061098,bio
GO:0045742,bio
GO:0045743,bio
GO:0045745,bio
GO:0045746,bio
GO:0045747,bio
GO:0045751,bio
GO:0045759,bio
GO:0045762,bio
GO:0045773,bio
GO:0050772,bio
GO:0045779,bio
GO:0046851,bio
GO:0045780,bio
GO:0045792,bio
GO:0045793,bio
GO:0045794,bio
GO:0045796,bio
GO:0045806,bio
GO:0045807,bio
GO:0045818,bio
GO:0045820,bio
GO:0045821,bio
GO:1903580,bio
GO:0045833,bio
GO:0045830,bio
GO:0045834,bio
GO:0045931,bio
GO:0045842,bio
GO:0045843,bio
GO:0048635,bio
GO:0045844,bio
GO:0045851,bio
GO:0045869,bio
GO:0045870,bio
GO:0051984,bio
GO:0045879,bio
GO:0045880,bio
GO:1903507,bio
GO:0045899,bio
GO:0060261,bio
GO:0045906,bio
GO:0045907,bio
GO:0045910,bio
GO:0045917,bio
GO:0045918,bio
GO:0045919,bio
GO:0045920,bio
GO:0045921,bio
GO:0045932,bio
GO:0045933,bio
GO:0048520,bio
GO:0045943,bio
GO:0045945,bio
GO:0045947,bio
GO:0045948,bio
GO:0045956,bio
GO:0045957,bio
GO:0045959,bio
GO:0045964,bio
GO:0045967,bio
GO:0045987,bio
GO:0045988,bio
GO:0046007,bio
GO:0046010,bio
GO:0046037,bio
GO:0046038,bio
GO:0046061,bio
GO:0046069,bio
GO:0046100,bio
GO:0046103,bio
GO:0046121,bio
GO:0046122,bio
GO:0046166,bio
GO:0046167,bio
GO:0046203,bio
GO:0046208,bio
GO:0046226,bio
GO:0046272,bio
GO:0046296,bio
GO:0046323,bio
GO:0046324,bio
GO:0046325,bio
GO:0046326,bio
GO:0046338,bio
GO:0046340,bio
GO:0046356,bio
GO:0046370,bio
GO:0046398,bio
GO:1904894,bio
GO:0046449,bio
GO:0046452,bio
GO:0046491,bio
GO:0046501,bio
GO:0046512,bio
GO:0046520,bio
GO:0051056,bio
GO:0051057,bio
GO:0051058,bio
GO:0046596,bio
GO:0046597,bio
GO:0046598,bio
GO:0046599,bio
GO:0046600,bio
GO:0046601,bio
GO:0046602,bio
GO:0046618,bio
GO:0046621,bio
GO:0046626,bio
GO:1900076,bio
GO:0046627,bio
GO:0046628,bio
GO:0046629,bio
GO:0046636,bio
GO:0046654,bio
GO:0046655,bio
GO:0046657,bio
GO:0046676,bio
GO:0050709,bio
GO:0046677,bio
GO:0046685,bio
GO:0046686,bio
GO:0046688,bio
GO:0046689,bio
GO:0046697,bio
GO:0046709,bio
GO:0046716,bio
GO:0050792,bio
GO:0046725,bio
GO:0046726,bio
GO:0046784,bio
GO:0046786,bio
GO:0046813,bio
GO:0046814,bio
GO:0046825,bio
GO:0046826,bio
GO:0051457,bio
GO:0046827,bio
GO:0046832,bio
GO:0046834,bio
GO:0046835,bio
GO:0046839,bio
GO:0046847,bio
GO:0046854,bio
GO:0046855,bio
GO:0046856,bio
GO:0046877,bio
GO:0046878,bio
GO:0046880,bio
GO:0046884,bio
GO:0046886,bio
GO:0046888,bio
GO:0046901,bio
GO:0090559,bio
GO:0046928,bio
GO:0046929,bio
GO:0046931,bio
GO:0046947,bio
GO:0046950,bio
GO:0046951,bio
GO:0046952,bio
GO:0046967,bio
GO:0046968,bio
GO:0046985,bio
GO:0047484,bio
GO:0047496,bio
GO:0048011,bio
GO:0048012,bio
GO:0048013,bio
GO:0048014,bio
GO:0048023,bio
GO:0048025,bio
GO:0048026,bio
GO:0048041,bio
GO:0048069,bio
GO:0048102,bio
GO:0048146,bio
GO:0048147,bio
GO:0048149,bio
GO:0048167,bio
GO:0048169,bio
GO:0048172,bio
GO:0048178,bio
GO:0048194,bio
GO:0048203,bio
GO:0048208,bio
GO:0090114,bio
GO:0048210,bio
GO:0048213,bio
GO:0048227,bio
GO:0048245,bio
GO:0072676,bio
GO:0048251,bio
GO:0085029,bio
GO:0048254,bio
GO:0048255,bio
GO:1902373,bio
GO:0048263,bio
GO:0048268,bio
GO:0048286,bio
GO:0048291,bio
GO:0048298,bio
GO:0048311,bio
GO:0051646,bio
GO:0048312,bio
GO:0048332,bio
GO:0048333,bio
GO:0048337,bio
GO:1905772,bio
GO:0048382,bio
GO:0048384,bio
GO:0048385,bio
GO:0048386,bio
GO:0048387,bio
GO:0048392,bio
GO:0048483,bio
GO:0048488,bio
GO:0048489,bio
GO:0048496,bio
GO:0048536,bio
GO:0048538,bio
GO:0048539,bio
GO:0048546,bio
GO:0048549,bio
GO:0048550,bio
GO:0048557,bio
GO:0048566,bio
GO:0048560,bio
GO:0048588,bio
GO:0048613,bio
GO:0048625,bio
GO:0048630,bio
GO:0048641,bio
GO:0048632,bio
GO:0048642,bio
GO:0048643,bio
GO:0048659,bio
GO:0048660,bio
GO:0048661,bio
GO:0048662,bio
GO:0048668,bio
GO:0048672,bio
GO:1990138,bio
GO:0048679,bio
GO:0048701,bio
GO:1904888,bio
GO:0048704,bio
GO:0048702,bio
GO:0048703,bio
GO:0048706,bio
GO:0048711,bio
GO:0048712,bio
GO:0048733,bio
GO:0048739,bio
GO:0048747,bio
GO:0048743,bio
GO:0048745,bio
GO:0048749,bio
GO:0048769,bio
GO:0048793,bio
GO:0048813,bio
GO:0048814,bio
GO:0050773,bio
GO:0051798,bio
GO:0051797,bio
GO:0048841,bio
GO:0048846,bio
GO:0048842,bio
GO:1902669,bio
GO:0048844,bio
GO:0060840,bio
GO:0060841,bio
GO:0048854,bio
GO:0048861,bio
GO:0050427,bio
GO:0050428,bio
GO:0050482,bio
GO:0050653,bio
GO:0050674,bio
GO:0050677,bio
GO:0050689,bio
GO:0050702,bio
GO:0050703,bio
